ID,Fold_(T1D-B1 vs C1),pValue
228433_at,-0.766,0.023
223464_at,-0.771,0.023
224016_at,-0.554,0.023
230494_at,-3.104,0.023
204805_s_at,0.487,0.023
204147_s_at,0.979,0.023
201488_x_at,-1.023,0.023
206785_s_at,-2.684,0.023
214545_s_at,-0.562,0.023
214911_s_at,-0.802,0.023
1562896_at,0.792,0.023
217312_s_at,0.673,0.023
237560_at,-0.432,0.023
1555758_a_at,1.191,0.023
235266_at,-0.641,0.023
219326_s_at,0.850,0.023
225565_at,-0.634,0.023
229258_at,0.918,0.023
217384_x_at,0.628,0.024
216249_at,0.824,0.024
205681_at,1.844,0.024
228377_at,0.567,0.024
202503_s_at,2.771,0.024
208325_s_at,-0.611,0.024
218527_at,-0.471,0.024
236620_at,-0.795,0.024
235511_at,-0.630,0.024
223780_s_at,0.917,0.024
234429_at,0.468,0.024
209262_s_at,-0.580,0.024
228410_at,-0.906,0.024
228755_at,-0.725,0.024
243441_at,0.509,0.024
1562063_x_at,-0.444,0.024
235593_at,-1.210,0.024
220272_at,-1.205,0.024
207791_s_at,0.613,0.024
231819_at,-0.987,0.024
209204_at,-0.507,0.024
209636_at,0.415,0.024
214768_x_at,2.535,0.024
223242_s_at,-0.748,0.024
226584_s_at,-0.846,0.024
208993_s_at,-1.247,0.024
207604_s_at,-0.450,0.024
204290_s_at,-0.500,0.024
234393_at,0.510,0.024
204028_s_at,-0.828,0.024
211535_s_at,0.479,0.024
225031_at,-1.429,0.024
1560814_a_at,-0.860,0.024
202458_at,-2.262,0.024
202382_s_at,-0.414,0.024
228737_at,1.780,0.025
231012_at,0.611,0.025
223422_s_at,1.236,0.025
227614_at,-1.465,0.025
211640_x_at,0.688,0.025
213655_at,-0.634,0.025
225776_at,-0.887,0.025
224606_at,-1.171,0.025
212789_at,0.444,0.025
220590_at,-0.582,0.025
41657_at,0.626,0.025
203758_at,-0.911,0.025
219689_at,0.988,0.025
223424_s_at,-0.449,0.025
234366_x_at,2.477,0.025
223658_at,-0.476,0.025
209883_at,-0.833,0.025
223912_s_at,-1.124,0.025
204137_at,-0.879,0.025
1558329_at,0.671,0.025
226607_at,-0.973,0.025
209684_at,-0.407,0.025
206411_s_at,0.705,0.025
219040_at,0.559,0.025
1554206_at,-1.180,0.025
221824_s_at,0.681,0.025
238049_at,-1.527,0.025
224580_at,-1.456,0.025
224939_at,-1.387,0.025
209203_s_at,-0.434,0.025
218480_at,0.410,0.025
217236_x_at,1.169,0.025
1553639_a_at,-0.443,0.025
217832_at,-1.336,0.025
230528_s_at,-0.775,0.025
222768_s_at,-0.627,0.025
1561500_at,0.710,0.025
232311_at,-1.211,0.025
221521_s_at,1.508,0.025
223692_at,-0.474,0.025
202916_s_at,-0.956,0.025
228333_at,-0.447,0.026
244578_at,-0.483,0.026
202499_s_at,0.919,0.026
238937_at,-2.124,0.026
202003_s_at,-0.905,0.026
208650_s_at,4.408,0.026
205614_x_at,0.513,0.026
206707_x_at,0.417,0.026
227536_at,-0.898,0.026
229685_at,-0.665,0.026
204055_s_at,-1.499,0.026
205685_at,-0.498,0.026
202412_s_at,-1.165,0.026
1558529_s_at,1.371,0.026
212649_at,-0.617,0.026
1569496_s_at,-0.914,0.026
213931_at,-0.419,0.026
244556_at,-0.494,0.026
217002_s_at,0.552,0.026
212923_s_at,0.503,0.026
225269_s_at,-0.659,0.026
212112_s_at,-0.723,0.026
207619_at,0.735,0.026
212574_x_at,0.607,0.026
208217_at,0.808,0.026
227347_x_at,0.621,0.026
201621_at,0.616,0.026
201411_s_at,-0.519,0.026
211634_x_at,1.314,0.026
229937_x_at,-0.522,0.026
205125_at,0.538,0.026
213729_at,-0.476,0.026
228226_s_at,-0.514,0.026
205483_s_at,0.766,0.026
228779_at,0.684,0.026
235221_at,0.449,0.026
222620_s_at,-1.033,0.026
210164_at,-2.302,0.026
202609_at,-0.949,0.026
1559065_a_at,-0.410,0.026
211543_s_at,0.450,0.026
220200_s_at,0.590,0.026
202943_s_at,-0.414,0.026
216412_x_at,1.645,0.026
1554696_s_at,2.541,0.027
202012_s_at,-0.559,0.027
211797_s_at,0.562,0.027
203904_x_at,0.991,0.027
218883_s_at,2.400,0.027
208685_x_at,-0.733,0.027
214806_at,-0.450,0.027
1558984_at,0.496,0.027
224753_at,0.769,0.027
212254_s_at,-1.141,0.027
1552332_at,0.864,0.027
201501_s_at,-0.833,0.027
221417_x_at,-1.211,0.027
235692_at,-0.527,0.027
204181_s_at,-0.922,0.027
232532_at,0.804,0.027
209304_x_at,0.755,0.027
225847_at,-0.438,0.027
210057_at,-0.687,0.027
1559272_at,0.795,0.027
223687_s_at,0.705,0.027
233851_s_at,0.455,0.027
218879_s_at,-0.518,0.027
214365_at,0.507,0.027
207434_s_at,0.406,0.027
238346_s_at,-1.631,0.027
1555579_s_at,-1.156,0.027
212792_at,-0.955,0.027
41387_r_at,0.616,0.027
201111_at,-0.687,0.027
233362_at,0.488,0.027
223468_s_at,0.837,0.027
229367_s_at,-0.655,0.027
220775_s_at,-0.428,0.027
226587_at,-1.770,0.027
221064_s_at,-0.412,0.027
219495_s_at,-0.593,0.027
212321_at,-0.801,0.027
236046_at,-0.416,0.027
203549_s_at,-1.010,0.027
227276_at,-0.474,0.027
208478_s_at,-0.443,0.027
233898_s_at,-0.419,0.027
205221_at,-1.397,0.027
1554396_at,0.599,0.027
222412_s_at,-0.407,0.027
1552997_a_at,0.602,0.027
216711_s_at,-0.550,0.027
1554539_a_at,-1.203,0.028
232382_s_at,-0.861,0.028
210666_at,-0.715,0.028
210581_x_at,0.583,0.028
218122_s_at,0.823,0.028
220363_s_at,0.628,0.028
226401_at,0.417,0.028
228303_at,-0.471,0.028
234792_x_at,0.981,0.028
231728_at,0.390,0.028
228096_at,-0.420,0.028
203016_s_at,-1.010,0.028
211655_at,0.531,0.028
244023_at,-1.022,0.028
210166_at,-0.536,0.028
225202_at,-1.889,0.028
222133_s_at,-0.416,0.028
227113_at,-1.186,0.028
226686_at,0.780,0.028
224037_at,-0.674,0.028
219493_at,1.180,0.028
201846_s_at,-0.546,0.028
238840_at,-1.343,0.028
203414_at,-0.900,0.028
221503_s_at,-1.588,0.028
218646_at,-0.504,0.028
235068_at,-0.657,0.028
216243_s_at,1.836,0.028
204146_at,1.374,0.028
216389_s_at,0.398,0.028
234256_at,0.529,0.028
207118_s_at,-0.579,0.028
214358_at,0.449,0.028
209162_s_at,-0.708,0.028
213311_s_at,-1.269,0.028
229595_at,-0.403,0.028
217543_s_at,0.475,0.028
241927_x_at,1.060,0.028
235668_at,-0.652,0.029
1557047_at,0.628,0.029
201738_at,0.559,0.029
218796_at,0.783,0.029
242234_at,-0.498,0.029
227740_at,-1.973,0.029
1553681_a_at,-2.072,0.029
235905_at,-0.378,0.029
221115_s_at,0.586,0.029
218322_s_at,-0.924,0.029
1568596_a_at,1.564,0.029
217920_at,-0.497,0.029
221291_at,0.772,0.029
218650_at,-0.628,0.029
205332_at,0.617,0.029
232630_at,-0.631,0.029
212028_at,-0.496,0.029
210334_x_at,1.108,0.029
228483_s_at,-1.398,0.029
211890_x_at,0.925,0.029
205988_at,-0.465,0.029
203658_at,-0.440,0.029
204096_s_at,0.641,0.029
205756_s_at,-0.925,0.029
214154_s_at,0.833,0.029
1553929_at,0.624,0.029
241619_at,-0.502,0.029
231152_at,-0.555,0.029
229391_s_at,-0.591,0.029
201536_at,-0.473,0.029
232517_s_at,1.102,0.029
227102_at,-0.905,0.029
208393_s_at,-0.600,0.029
225127_at,-1.783,0.029
237304_at,0.713,0.029
1561079_at,-0.897,0.029
224778_s_at,-0.571,0.029
209828_s_at,-0.608,0.029
220231_at,-0.780,0.029
237040_at,-1.117,0.029
224404_s_at,0.653,0.029
223457_at,-0.418,0.029
227687_at,-0.615,0.029
230707_at,-0.931,0.029
213803_at,-0.417,0.029
215341_at,0.924,0.029
243496_at,-1.763,0.029
225371_at,-0.430,0.029
211299_s_at,1.116,0.030
219969_at,0.405,0.030
218866_s_at,-0.579,0.030
210663_s_at,-0.806,0.030
211808_s_at,0.648,0.030
1553846_at,0.475,0.030
201810_s_at,-1.345,0.030
1559227_s_at,-1.090,0.030
215438_x_at,0.579,0.030
227999_at,-0.996,0.030
211499_s_at,0.596,0.030
222385_x_at,0.538,0.030
201129_at,-0.903,0.030
208986_at,-0.793,0.030
242545_at,0.541,0.030
1552303_a_at,-0.707,0.030
212520_s_at,-1.240,0.030
214993_at,0.509,0.030
204373_s_at,-1.399,0.030
224572_s_at,0.387,0.030
204358_s_at,0.632,0.030
229061_s_at,-0.981,0.030
203767_s_at,-0.664,0.030
222037_at,1.921,0.030
206555_s_at,-1.586,0.030
214468_at,0.559,0.030
204384_at,-0.658,0.030
200646_s_at,0.805,0.030
218095_s_at,-0.495,0.030
223063_at,-0.566,0.030
65630_at,-0.680,0.030
208580_x_at,0.451,0.030
233693_at,0.526,0.030
35150_at,0.428,0.030
222351_at,-0.487,0.030
220757_s_at,0.789,0.030
201565_s_at,-0.668,0.030
223574_x_at,0.480,0.030
1561171_a_at,0.879,0.030
202566_s_at,1.464,0.030
212458_at,-0.384,0.030
212021_s_at,1.550,0.030
212659_s_at,1.785,0.030
242903_at,-2.001,0.030
1554408_a_at,2.162,0.030
232129_s_at,0.381,0.030
232722_at,-0.679,0.030
225935_at,-0.524,0.030
219544_at,-0.738,0.030
1556030_at,0.556,0.031
211189_x_at,0.446,0.031
234960_at,0.470,0.031
202038_at,-0.690,0.031
1565554_at,0.495,0.031
218694_at,-0.819,0.031
1569631_at,-0.517,0.031
207315_at,-1.659,0.031
218944_at,0.517,0.031
204874_x_at,0.930,0.031
214144_at,-0.476,0.031
214950_at,1.021,0.031
233135_at,0.656,0.031
201489_at,0.458,0.031
220027_s_at,0.474,0.031
212595_s_at,1.102,0.031
201503_at,-0.715,0.031
1557036_at,-1.374,0.031
203094_at,0.429,0.031
219924_s_at,-0.403,0.031
203921_at,-0.919,0.031
219529_at,-2.964,0.031
217223_s_at,0.432,0.031
208503_s_at,-0.628,0.031
219447_s_at,0.428,0.031
1561130_at,-0.799,0.031
225989_at,-0.505,0.031
236259_at,-0.734,0.031
207840_at,-3.190,0.031
206636_at,-1.981,0.031
237054_at,-1.187,0.031
1557305_at,-0.554,0.031
235136_at,-1.014,0.031
220566_at,0.381,0.031
216845_x_at,0.592,0.031
203585_at,-0.728,0.031
214109_at,-2.053,0.031
202967_at,-1.594,0.031
210495_x_at,-0.422,0.031
225118_at,0.533,0.031
220118_at,0.375,0.031
215698_at,-0.613,0.031
215217_at,0.922,0.031
222109_at,-0.580,0.031
210323_at,0.475,0.031
204213_at,0.613,0.031
210248_at,0.379,0.031
204182_s_at,-0.955,0.031
215243_s_at,0.783,0.032
230848_s_at,-0.462,0.032
216028_at,-0.711,0.032
227931_at,-1.644,0.032
231821_x_at,0.606,0.032
205930_at,-0.489,0.032
224836_at,1.737,0.032
236321_at,-0.504,0.032
243849_at,0.684,0.032
223925_s_at,-0.480,0.032
226705_at,0.568,0.032
222664_at,-0.367,0.032
229765_at,-2.432,0.032
1569291_at,0.688,0.032
222571_at,-0.703,0.032
225961_at,-1.161,0.032
209750_at,-2.660,0.032
201142_at,-0.492,0.032
228574_at,-0.358,0.032
226371_at,-0.467,0.032
228365_at,-0.577,0.032
243614_s_at,0.748,0.032
216233_at,-0.761,0.032
1559139_at,-0.545,0.032
227873_at,-0.555,0.032
209573_s_at,1.061,0.032
238787_at,-0.831,0.032
206557_at,-0.410,0.032
211979_at,-0.640,0.032
204269_at,0.385,0.032
1552719_at,-1.620,0.032
1555378_at,0.856,0.032
225924_at,-0.559,0.032
212442_s_at,-0.473,0.032
226958_s_at,-0.416,0.032
230846_at,-0.421,0.032
228791_at,-0.392,0.032
239454_at,0.771,0.032
213848_at,-0.484,0.032
227016_at,-0.569,0.032
1559438_at,0.531,0.032
218128_at,-0.981,0.032
209760_at,0.382,0.032
235695_at,-0.911,0.032
208595_s_at,0.517,0.032
228336_at,-0.920,0.032
239118_at,0.479,0.032
205088_at,0.440,0.032
1554423_a_at,0.976,0.032
205854_at,-0.528,0.033
218859_s_at,-1.620,0.033
201920_at,-0.707,0.033
200606_at,0.455,0.033
227001_at,-0.505,0.033
1565754_x_at,-0.394,0.033
212535_at,-0.453,0.033
208629_s_at,-0.448,0.033
231500_s_at,-1.937,0.033
222394_at,-0.614,0.033
235706_at,-0.570,0.033
204702_s_at,-0.485,0.033
218829_s_at,0.366,0.033
202497_x_at,1.140,0.033
201590_x_at,-0.422,0.033
222457_s_at,-2.090,0.033
229119_s_at,-1.137,0.033
1562244_at,-1.155,0.033
227133_at,-0.495,0.033
227792_at,-0.371,0.033
200684_s_at,-0.437,0.033
225081_s_at,1.310,0.033
207318_s_at,-0.572,0.033
226230_at,-0.704,0.033
241363_at,0.545,0.033
1554834_a_at,1.266,0.033
218319_at,0.441,0.033
241671_x_at,0.870,0.033
219193_at,-0.511,0.033
203216_s_at,-0.445,0.033
228743_at,-0.475,0.033
230464_at,-3.677,0.033
227218_at,0.368,0.033
243552_at,-0.718,0.033
217275_at,1.359,0.033
228108_at,-2.833,0.033
219465_at,0.493,0.033
208164_s_at,0.815,0.033
244689_at,-0.583,0.033
206574_s_at,0.964,0.033
226763_at,-0.637,0.033
239753_at,-0.386,0.034
210731_s_at,-0.858,0.034
1557091_at,0.785,0.034
238597_at,-0.726,0.034
1559593_a_at,-0.828,0.034
227884_at,-1.410,0.034
239704_at,0.448,0.034
217802_s_at,-1.367,0.034
236244_at,-1.964,0.034
220684_at,-1.598,0.034
218724_s_at,-2.152,0.034
212249_at,-2.611,0.034
235683_at,1.169,0.034
201681_s_at,-3.665,0.034
236160_at,-0.854,0.034
336_at,-0.791,0.034
226104_at,-0.452,0.034
207152_at,0.551,0.034
235577_at,-0.736,0.034
204021_s_at,-1.720,0.034
222742_s_at,0.430,0.034
1558002_at,-1.172,0.034
204417_at,-0.450,0.034
226279_at,-3.289,0.034
233355_at,0.675,0.034
236292_at,-0.828,0.034
228341_at,-0.570,0.034
231210_at,0.526,0.034
200885_at,-1.329,0.034
211784_s_at,-0.477,0.034
204541_at,0.490,0.034
226125_at,-1.608,0.034
219123_at,-1.392,0.034
236313_at,-0.527,0.034
206630_at,0.557,0.034
228453_at,-0.612,0.034
213868_s_at,-0.441,0.034
241512_at,0.690,0.034
221924_at,0.419,0.034
242268_at,-1.015,0.034
1566558_x_at,-0.363,0.034
220740_s_at,0.429,0.034
242957_at,0.530,0.034
223134_at,-1.613,0.034
205898_at,-0.492,0.034
218186_at,1.034,0.034
231763_at,-0.876,0.034
224488_s_at,0.522,0.034
1554259_at,0.948,0.034
230966_at,0.826,0.034
217001_x_at,0.669,0.034
238989_at,-0.755,0.035
1569040_s_at,1.255,0.035
224651_at,-1.044,0.035
233467_s_at,-0.988,0.035
1554942_a_at,0.392,0.035
226393_at,-0.484,0.035
228996_at,-1.809,0.035
205942_s_at,0.724,0.035
1555618_s_at,0.564,0.035
1555411_a_at,0.343,0.035
210978_s_at,0.443,0.035
203346_s_at,-0.632,0.035
229506_at,-1.629,0.035
215622_x_at,0.577,0.035
214639_s_at,-0.728,0.035
202013_s_at,-0.978,0.035
210854_x_at,1.479,0.035
211958_at,0.410,0.035
242520_s_at,0.570,0.035
227374_at,-0.598,0.035
230320_at,-0.776,0.035
235754_at,-0.464,0.035
1565818_s_at,-0.344,0.035
221418_s_at,0.593,0.035
1562004_x_at,0.882,0.035
219915_s_at,-1.229,0.035
201043_s_at,-0.424,0.035
218051_s_at,1.064,0.035
204205_at,-0.540,0.035
206530_at,0.394,0.035
242919_at,-0.829,0.035
218568_at,-1.151,0.035
209117_at,0.971,0.035
226518_at,-0.914,0.035
214719_at,-0.763,0.035
224954_at,0.987,0.035
232064_at,-0.387,0.035
216734_s_at,0.506,0.035
210469_at,-1.386,0.035
205798_at,-1.866,0.035
216929_x_at,0.988,0.035
207071_s_at,-0.381,0.035
202575_at,0.448,0.035
202274_at,0.570,0.036
204803_s_at,0.335,0.036
229704_at,-0.420,0.036
220275_at,-1.144,0.036
205277_at,-1.259,0.036
212959_s_at,-1.636,0.036
219996_at,0.380,0.036
232666_at,0.433,0.036
210427_x_at,-0.417,0.036
221764_at,1.165,0.036
1561990_at,0.565,0.036
215395_x_at,0.476,0.036
211868_x_at,2.302,0.036
230819_at,0.752,0.036
225801_at,-0.819,0.036
220142_at,0.410,0.036
229618_at,-0.672,0.036
242352_at,-1.290,0.036
209415_at,0.576,0.036
228933_at,-0.601,0.036
1560841_at,0.597,0.036
234419_x_at,1.091,0.036
1557895_at,-0.452,0.036
204054_at,-0.506,0.036
215575_at,-0.437,0.036
209662_at,-0.760,0.036
204160_s_at,-1.190,0.036
1562378_s_at,0.363,0.036
1553890_s_at,0.378,0.036
222737_s_at,-0.917,0.036
200762_at,-0.382,0.036
1568706_s_at,0.705,0.036
225644_at,-0.589,0.036
217813_s_at,-0.605,0.036
241745_at,-0.473,0.036
204241_at,-0.673,0.036
227855_at,-0.368,0.036
224823_at,-0.481,0.036
218819_at,-0.861,0.036
231419_at,0.494,0.036
1557950_at,-0.885,0.036
238601_at,-0.466,0.036
212345_s_at,-0.430,0.036
208407_s_at,-0.422,0.036
1563071_at,1.144,0.036
238482_at,1.053,0.037
1554980_a_at,0.450,0.037
220308_at,0.736,0.037
237024_at,0.847,0.037
207233_s_at,-0.408,0.037
207835_at,0.947,0.037
235248_at,-0.474,0.037
210190_at,0.723,0.037
225070_at,-0.446,0.037
210983_s_at,0.359,0.037
203729_at,-0.531,0.037
223384_s_at,-0.649,0.037
1554628_at,-0.547,0.037
229999_at,-0.636,0.037
201918_at,-1.858,0.037
230185_at,-0.600,0.037
225468_at,1.160,0.037
235349_at,-0.614,0.037
237597_at,-0.357,0.037
225089_at,-0.454,0.037
1567036_at,0.548,0.037
222480_at,-0.522,0.037
229055_at,-1.115,0.037
200871_s_at,-0.361,0.037
209472_at,-0.351,0.037
202695_s_at,-0.776,0.037
219383_at,-2.445,0.037
210807_s_at,-0.820,0.037
236424_at,-0.801,0.037
209683_at,-0.365,0.037
212452_x_at,0.567,0.037
1557065_at,-1.739,0.037
202947_s_at,0.509,0.037
230287_at,-0.873,0.037
235239_at,0.387,0.037
243370_at,-0.766,0.037
1565618_at,0.536,0.037
218056_at,-1.234,0.037
1559096_x_at,-0.326,0.037
214670_at,-0.326,0.037
211699_x_at,1.363,0.037
218039_at,1.934,0.037
214710_s_at,1.488,0.037
240061_at,-1.814,0.037
215343_at,-0.402,0.038
210565_at,1.842,0.038
209991_x_at,0.448,0.038
222708_s_at,-2.213,0.038
214306_at,-0.685,0.038
208772_at,-1.107,0.038
218198_at,-0.379,0.038
232440_at,-0.442,0.038
202006_at,-0.491,0.038
219634_at,0.462,0.038
234521_at,0.385,0.038
225236_at,-0.475,0.038
204567_s_at,1.211,0.038
230256_at,-1.320,0.038
1555350_at,-0.702,0.038
202101_s_at,1.616,0.038
222258_s_at,-0.768,0.038
1568796_at,0.616,0.038
1556000_s_at,-0.493,0.038
238722_x_at,-1.774,0.038
1563088_a_at,-0.401,0.038
209207_s_at,-0.455,0.038
229068_at,-0.466,0.038
214091_s_at,1.146,0.038
222729_at,0.678,0.038
225182_at,-0.639,0.038
235948_at,0.981,0.038
232028_at,-0.530,0.038
204700_x_at,-0.539,0.038
207038_at,-0.322,0.038
222600_s_at,-0.629,0.038
231285_at,-0.478,0.038
218967_s_at,-2.292,0.038
34764_at,-0.672,0.038
201964_at,-0.371,0.038
208603_s_at,0.951,0.038
202371_at,-0.583,0.038
227114_at,0.687,0.038
213996_at,-0.942,0.038
202940_at,-1.282,0.038
224489_at,-1.758,0.038
244777_at,0.839,0.038
241992_at,-1.085,0.038
203836_s_at,-0.373,0.038
227634_at,-0.457,0.038
233070_at,-0.902,0.038
212799_at,-0.388,0.038
202451_at,-0.325,0.038
1554195_a_at,0.800,0.038
1556552_a_at,1.107,0.038
236935_at,-0.946,0.038
226668_at,-1.468,0.039
220545_s_at,-0.323,0.039
205992_s_at,-0.422,0.039
225841_at,-0.645,0.039
205070_at,-0.925,0.039
237236_x_at,0.531,0.039
216295_s_at,-0.348,0.039
234905_at,0.884,0.039
214973_x_at,3.135,0.039
230404_at,-0.693,0.039
1553167_a_at,-0.770,0.039
228612_at,-0.359,0.039
224058_s_at,0.741,0.039
203745_at,-0.354,0.039
216266_s_at,0.787,0.039
212251_at,-0.589,0.039
200765_x_at,-0.348,0.039
206223_at,0.806,0.039
239432_at,-0.473,0.039
210206_s_at,0.381,0.039
209305_s_at,0.377,0.039
231776_at,-2.058,0.039
210517_s_at,-0.842,0.039
220157_x_at,-0.659,0.039
1559218_s_at,0.600,0.039
203968_s_at,0.550,0.039
236155_at,-0.598,0.039
209863_s_at,0.342,0.039
222550_at,-0.830,0.039
1554638_at,-0.511,0.039
218782_s_at,0.860,0.039
203319_s_at,-1.710,0.039
215910_s_at,0.601,0.039
227570_at,0.902,0.039
1557545_s_at,-0.667,0.039
242941_x_at,0.508,0.039
201778_s_at,-0.818,0.039
212367_at,-0.480,0.039
229677_at,0.452,0.039
226658_at,0.753,0.040
203269_at,-0.336,0.040
221429_x_at,0.332,0.040
234916_at,0.726,0.040
226207_at,1.436,0.040
209765_at,0.457,0.040
223288_at,-0.417,0.040
203554_x_at,1.420,0.040
1556012_at,0.337,0.040
236043_at,-0.313,0.040
217419_x_at,0.356,0.040
207574_s_at,0.313,0.040
241923_x_at,0.486,0.040
202554_s_at,-0.860,0.040
216910_at,0.491,0.040
234875_at,0.464,0.040
1562255_at,-1.547,0.040
209408_at,1.913,0.040
209725_at,-1.385,0.040
219758_at,0.369,0.040
228477_at,-1.022,0.040
204131_s_at,-0.534,0.040
213016_at,-1.731,0.040
205233_s_at,-0.960,0.040
209223_at,0.429,0.040
208930_s_at,-1.240,0.040
208602_x_at,0.767,0.040
227939_s_at,-0.440,0.040
224298_s_at,-0.977,0.040
209376_x_at,-0.337,0.040
222215_at,0.448,0.040
235879_at,-1.550,0.040
210874_s_at,0.416,0.040
237208_at,-0.799,0.040
203145_at,1.086,0.040
206271_at,-0.670,0.040
218350_s_at,1.124,0.040
235829_at,-0.496,0.040
211960_s_at,0.908,0.040
219412_at,-1.356,0.040
1554154_at,-1.911,0.040
209766_at,0.772,0.040
1555338_s_at,0.332,0.040
227330_x_at,1.274,0.041
1564066_at,0.644,0.041
1557981_at,0.793,0.041
201491_at,-0.626,0.041
1554406_a_at,1.087,0.041
227977_at,-0.616,0.041
214505_s_at,0.605,0.041
212741_at,0.769,0.041
209116_x_at,0.790,0.041
208353_x_at,1.967,0.041
235604_x_at,-0.682,0.041
223743_s_at,-0.613,0.041
221673_s_at,0.562,0.041
215432_at,0.689,0.041
202589_at,2.830,0.041
213146_at,0.468,0.041
232746_at,-0.475,0.041
1559449_a_at,-0.685,0.041
206914_at,-1.937,0.041
202976_s_at,-1.524,0.041
200641_s_at,0.718,0.041
1555790_a_at,-0.834,0.041
223649_s_at,1.746,0.041
220565_at,0.331,0.041
1555554_at,0.864,0.041
206161_s_at,0.513,0.041
206157_at,1.956,0.041
216252_x_at,2.040,0.041
1568620_at,-0.717,0.041
228134_at,0.369,0.041
1562563_at,0.462,0.041
235109_at,-0.811,0.041
229197_at,0.796,0.041
39313_at,-1.616,0.041
201832_s_at,-0.594,0.041
229520_s_at,-2.006,0.041
206220_s_at,0.445,0.041
236107_at,-1.688,0.041
201750_s_at,0.677,0.041
244704_at,-0.618,0.041
225274_at,-0.864,0.041
1561146_at,-0.581,0.041
229353_s_at,-1.655,0.042
218892_at,0.406,0.042
217005_at,0.513,0.042
217356_s_at,0.869,0.042
1555257_a_at,0.610,0.042
231122_x_at,0.581,0.042
241816_at,-0.671,0.042
216271_x_at,0.551,0.042
1554480_a_at,-0.408,0.042
233087_at,-0.521,0.042
223270_at,-0.463,0.042
227545_at,0.706,0.042
224758_at,-0.360,0.042
224970_at,-0.422,0.042
219152_at,0.536,0.042
224599_at,-0.659,0.042
216629_at,0.543,0.042
1553583_a_at,0.644,0.042
204314_s_at,-1.244,0.042
202455_at,0.530,0.042
215750_at,-0.716,0.042
200028_s_at,-0.531,0.042
203629_s_at,-0.478,0.042
230619_at,-0.522,0.042
201759_at,-0.516,0.042
236013_at,0.530,0.042
218513_at,-0.516,0.042
213701_at,-0.780,0.042
1554631_at,0.476,0.042
204119_s_at,0.526,0.042
226734_at,-0.687,0.042
231437_at,-0.793,0.042
203211_s_at,-1.056,0.042
223536_at,0.726,0.042
210396_s_at,-0.480,0.042
226874_at,-0.375,0.042
206660_at,0.891,0.042
219562_at,1.038,0.042
210285_x_at,0.326,0.043
233588_x_at,-0.536,0.043
227189_at,0.416,0.043
1559142_at,-0.727,0.043
225579_at,-0.775,0.043
242210_at,-1.893,0.043
240637_at,-0.876,0.043
232469_x_at,-0.755,0.043
230748_at,-0.372,0.043
1556049_at,-1.580,0.043
201809_s_at,-0.405,0.043
224568_x_at,-0.976,0.043
1556277_a_at,-2.671,0.043
237686_at,0.626,0.043
232322_x_at,0.909,0.043
220306_at,0.403,0.043
224055_x_at,0.434,0.043
222425_s_at,0.463,0.043
235709_at,0.568,0.043
1552873_s_at,0.727,0.043
209887_at,0.602,0.043
210123_s_at,1.419,0.043
208533_at,0.379,0.043
230230_at,-1.019,0.043
201991_s_at,-0.521,0.043
209885_at,0.994,0.043
224596_at,1.456,0.043
207639_at,0.819,0.043
215827_x_at,0.566,0.043
219345_at,-0.460,0.043
209023_s_at,-0.626,0.043
206874_s_at,-0.366,0.043
1560599_a_at,0.589,0.043
218185_s_at,-1.280,0.043
239757_at,-1.025,0.043
212998_x_at,-1.779,0.043
205699_at,-0.642,0.043
208370_s_at,-0.363,0.043
243580_at,0.788,0.043
202057_at,-0.582,0.043
204654_s_at,0.687,0.043
227961_at,-1.331,0.043
229100_s_at,-1.122,0.043
229997_at,-1.015,0.043
1553212_at,0.995,0.043
206303_s_at,0.457,0.043
233836_at,-1.277,0.044
204912_at,-1.088,0.044
204583_x_at,0.684,0.044
207802_at,1.974,0.044
225137_at,-0.961,0.044
202411_at,3.215,0.044
1552885_a_at,0.967,0.044
218400_at,0.783,0.044
229484_at,0.344,0.044
210136_at,-2.790,0.044
205417_s_at,-1.038,0.044
200760_s_at,-0.609,0.044
232063_x_at,-1.931,0.044
212446_s_at,-0.442,0.044
205101_at,-1.366,0.044
1560300_a_at,0.903,0.044
223816_at,-0.417,0.044
225816_at,-1.054,0.044
213693_s_at,0.748,0.044
230434_at,-0.421,0.044
219883_at,0.596,0.044
208220_x_at,0.804,0.044
34031_i_at,-1.148,0.044
1555913_at,-0.660,0.044
226456_at,1.413,0.044
230719_at,-0.339,0.044
227573_s_at,0.462,0.044
1554116_s_at,-1.892,0.044
1554575_a_at,-0.324,0.044
214543_x_at,0.428,0.044
209678_s_at,-0.632,0.044
210047_at,-0.464,0.044
237504_at,-1.144,0.044
230050_at,0.376,0.044
213508_at,-0.334,0.044
227601_at,-1.353,0.044
221272_s_at,-1.161,0.044
1552316_a_at,-1.204,0.044
231283_at,-0.680,0.044
242738_s_at,-1.002,0.045
222893_s_at,-0.399,0.045
1555407_s_at,0.777,0.045
55583_at,0.752,0.045
208868_s_at,0.319,0.045
219886_at,1.109,0.045
224145_s_at,1.172,0.045
227632_at,-0.445,0.045
225798_at,-1.334,0.045
203632_s_at,0.542,0.045
35974_at,1.214,0.045
220438_at,0.674,0.045
212019_at,-1.733,0.045
201052_s_at,0.710,0.045
213870_at,1.035,0.045
